t,x,y,yaw,v_ped,wz_ped,v_ent,wz_ent,v_real,wz_real
24.54,1.2782394510367656,2.154455719048922,-1.4996398018321915,0.39541915134053535,0.5977542974675761,0.39541915134053535,0.5977542974675761,0.2739102137821297,0.1521960127170129
24.56,1.2783889988530273,2.148979556449935,-1.4965958810510298,0.3931119859375221,0.6018924215469336,0.3931119859375221,0.6018924215469336,0.2739102104700266,0.15219603905808668
24.58,1.2785473853273979,2.143516924537069,-1.4934655167958473,0.3931119859375221,0.6018924215469336,0.3931119859375221,0.6018924215469336,0.2732463800799934,0.15651821275913025
24.6,1.2787228710066587,2.13805481522089,-1.4903351523074793,0.3931119859375221,0.6018924215469336,0.3931119859375221,0.6018924215469336,0.2732463787752226,0.156518224418376
24.62,1.2789154542064158,2.1325932819741653,-1.4872047879951231,0.3906723127480695,0.6046692254065578,0.3906723127480695,0.6046692254065578,0.2732463800945355,0.1565182156178102
24.64,1.2791183267555906,2.127143483069597,-1.4840004427656548,0.3906723127480695,0.6046692254065578,0.3906723127480695,0.6046692254065578,0.27267868165408493,0.16021726147341994
24.66,1.279338661262649,2.121694362222605,-1.4807960974441903,0.38978371549057583,0.6059353979667867,0.38978371549057583,0.6059353979667867,0.2726786813271474,0.16021726607322936
24.68,1.2795736665913768,2.1162504602977337,-1.4775617537325245,0.38978371549057583,0.6059353979667867,0.38978371549057583,0.6059353979667867,0.2724485991528926,0.16171718558329118
24.7,1.2798262781033067,2.1108073469474093,-1.4743274099278356,0.38978371549057583,0.6059353979667867,0.38978371549057583,0.6059353979667867,0.272448598456845,0.16171719023444842
24.72,1.280096493166073,2.1053650790986658,-1.4710930661445216,0.38380434353892257,0.6137969231127435,0.38380434353892257,0.6137969231127435,0.2724485984438857,0.16171718916570332
24.74,1.2803657302987113,2.099952947256238,-1.4676619771281947,0.38380434353892257,0.6137969231127435,0.38380434353892257,0.6137969231127435,0.27094122846760443,0.17155445081635057
24.76,1.2806535352577137,2.0945417711315475,-1.4642308874137038,0.3825064581557749,0.6144549706249697,0.3825064581557749,0.6144549706249697,0.27094122400825754,0.17155448572451867
24.78,1.2809569191930508,2.0891362405237595,-1.4607685236759418,0.3825064581557749,0.6144549706249697,0.3825064581557749,0.6144549706249697,0.27070187921380917,0.173118186888103
24.8,1.2812790171797712,2.083731792754018,-1.4573061598564496,0.3789677914680095,0.6195061439746079,0.3789677914680095,0.6195061439746079,0.2707018784978772,0.17311819097461192
24.82,1.2816198253669657,2.0783284925970977,-1.453843796072063,0.3789677914680095,0.6195061439746079,0.3789677914680095,0.6195061439746079,0.27070187848552557,0.17311818921933822
24.84,1.2819673615051506,2.072944546049839,-1.4502579531265318,0.3789677914680095,0.6195061439746079,0.3789677914680095,0.6195061439746079,0.2697575846528094,0.179292147276559
24.86,1.2823342013205792,2.0675618803772604,-1.4466721097752189,0.352038357943282,0.6018459537072215,0.352038357943282,0.6018459537072215,0.26975758188111565,0.17929216756565164
24.88,1.2826886864987623,2.062227743578007,-1.4427635586986467,0.352038357943282,0.6018459537072215,0.352038357943282,0.6018459537072215,0.26729513245988984,0.19542755382861293
